bucket,group_id,item_id,label,token_length
200–400,news-ed301dd4ee61f4b8df9834a854a58c85,news-ed301dd4ee61f4b8df9834a854a58c85_ai_humanized_human,3,205
0–200,news-ed301dd4ee61f4b8df9834a854a58c85,news-ed301dd4ee61f4b8df9834a854a58c85_human_ai_polished_gpt-3.5-turbo,1,192
200–400,news-ed301dd4ee61f4b8df9834a854a58c85,news-ed301dd4ee61f4b8df9834a854a58c85_human_written,0,215
200–400,news-efc0bef0acbb6b8b59a7a685725e315b,news-efc0bef0acbb6b8b59a7a685725e315b_ai_generated_llama-3.3-70b-instruct,2,229
200–400,news-efc0bef0acbb6b8b59a7a685725e315b,news-efc0bef0acbb6b8b59a7a685725e315b_ai_humanized_tool,3,248
200–400,news-efc0bef0acbb6b8b59a7a685725e315b,news-efc0bef0acbb6b8b59a7a685725e315b_human_ai_polished_gpt-3.5-turbo,1,314
0–200,news-efc0bef0acbb6b8b59a7a685725e315b,news-efc0bef0acbb6b8b59a7a685725e315b_human_written,0,184
400–600,news-f07e2d494b1c27a67d9a979d1dbca366,news-f07e2d494b1c27a67d9a979d1dbca366_ai_generated_claude-3-5-sonnet-20241022,2,504
400–600,news-f07e2d494b1c27a67d9a979d1dbca366,news-f07e2d494b1c27a67d9a979d1dbca366_ai_generated_claude-3-5-sonnet-20241022_THEN_gpt-3.5-turbo,2,522
400–600,news-f07e2d494b1c27a67d9a979d1dbca366,news-f07e2d494b1c27a67d9a979d1dbca366_human_ai_polished_gpt-3.5-turbo,1,519
400–600,news-f07e2d494b1c27a67d9a979d1dbca366,news-f07e2d494b1c27a67d9a979d1dbca366_human_written,0,534
200–400,news-f234b51eeb41f5b2b1b22472258d801e,news-f234b51eeb41f5b2b1b22472258d801e_ai_generated_gemini-1.5-pro-002,2,315
200–400,news-f234b51eeb41f5b2b1b22472258d801e,news-f234b51eeb41f5b2b1b22472258d801e_ai_generated_gemini-1.5-pro-002_THEN_gpt-3.5-turbo,2,340
200–400,news-f234b51eeb41f5b2b1b22472258d801e,news-f234b51eeb41f5b2b1b22472258d801e_human_ai_polished_gemini-1.5-pro-002,1,319
200–400,news-f234b51eeb41f5b2b1b22472258d801e,news-f234b51eeb41f5b2b1b22472258d801e_human_written,0,281
200–400,news-f3a16896a93328dae99fa0bb5feb95b7,news-f3a16896a93328dae99fa0bb5feb95b7_ai_generated_claude-3-5-sonnet-20241022,2,345
200–400,news-f3a16896a93328dae99fa0bb5feb95b7,news-f3a16896a93328dae99fa0bb5feb95b7_ai_humanized_human,3,356
200–400,news-f3a16896a93328dae99fa0bb5feb95b7,news-f3a16896a93328dae99fa0bb5feb95b7_human_ai_polished_gpt-3.5-turbo,1,327
200–400,news-f3a16896a93328dae99fa0bb5feb95b7,news-f3a16896a93328dae99fa0bb5feb95b7_human_written,0,335
200–400,news-f3cfda0670297b02e03dd66840a87a9f,news-f3cfda0670297b02e03dd66840a87a9f_ai_generated_gpt-3.5-turbo,2,207
200–400,news-f3cfda0670297b02e03dd66840a87a9f,news-f3cfda0670297b02e03dd66840a87a9f_ai_generated_gpt-3.5-turbo_THEN_gemini-1.5-pro-002,2,202
200–400,news-f3cfda0670297b02e03dd66840a87a9f,news-f3cfda0670297b02e03dd66840a87a9f_human_ai_polished_gpt-3.5-turbo,1,227
200–400,news-f3cfda0670297b02e03dd66840a87a9f,news-f3cfda0670297b02e03dd66840a87a9f_human_written,0,215
600–800,news-f3ebec49611c45b4132569b5658ecf0e,news-f3ebec49611c45b4132569b5658ecf0e_ai_generated_gemini-1.5-pro-002,2,679
600–800,news-f3ebec49611c45b4132569b5658ecf0e,news-f3ebec49611c45b4132569b5658ecf0e_ai_humanized_tool,3,758
600–800,news-f3ebec49611c45b4132569b5658ecf0e,news-f3ebec49611c45b4132569b5658ecf0e_human_ai_polished_gpt-4o-2024-11-20,1,655
800+,news-f3ebec49611c45b4132569b5658ecf0e,news-f3ebec49611c45b4132569b5658ecf0e_human_written,0,875
200–400,news-f5f08f5ce4e2eac44227566e1acf9732,news-f5f08f5ce4e2eac44227566e1acf9732_ai_generated_gpt-3.5-turbo,2,331
200–400,news-f5f08f5ce4e2eac44227566e1acf9732,news-f5f08f5ce4e2eac44227566e1acf9732_ai_humanized_tool,3,301
200–400,news-f5f08f5ce4e2eac44227566e1acf9732,news-f5f08f5ce4e2eac44227566e1acf9732_human_ai_polished_gemini-1.5-pro-002,1,339
200–400,news-f5f08f5ce4e2eac44227566e1acf9732,news-f5f08f5ce4e2eac44227566e1acf9732_human_written,0,340
400–600,news-f65a8e00fb499f1f1ba3425db4900522,news-f65a8e00fb499f1f1ba3425db4900522_ai_generated_gpt-3.5-turbo,2,474
400–600,news-f65a8e00fb499f1f1ba3425db4900522,news-f65a8e00fb499f1f1ba3425db4900522_ai_humanized_tool,3,404
400–600,news-f65a8e00fb499f1f1ba3425db4900522,news-f65a8e00fb499f1f1ba3425db4900522_human_ai_polished_gpt-3.5-turbo,1,481
400–600,news-f65a8e00fb499f1f1ba3425db4900522,news-f65a8e00fb499f1f1ba3425db4900522_human_written,0,527
400–600,news-f69a17cf7ca3b54dc7cb9eb34e45ecdb,news-f69a17cf7ca3b54dc7cb9eb34e45ecdb_ai_generated_gpt-3.5-turbo,2,402
400–600,news-f69a17cf7ca3b54dc7cb9eb34e45ecdb,news-f69a17cf7ca3b54dc7cb9eb34e45ecdb_ai_humanized_human,3,412
400–600,news-f69a17cf7ca3b54dc7cb9eb34e45ecdb,news-f69a17cf7ca3b54dc7cb9eb34e45ecdb_human_ai_polished_claude-3-5-sonnet-20241022,1,424
400–600,news-f69a17cf7ca3b54dc7cb9eb34e45ecdb,news-f69a17cf7ca3b54dc7cb9eb34e45ecdb_human_written,0,429
200–400,news-f86aef773bca65244861c0d60dc0c1fb,news-f86aef773bca65244861c0d60dc0c1fb_ai_generated_gpt-4o-2024-11-20,2,280
200–400,news-f86aef773bca65244861c0d60dc0c1fb,news-f86aef773bca65244861c0d60dc0c1fb_ai_humanized_tool,3,320
400–600,news-f86aef773bca65244861c0d60dc0c1fb,news-f86aef773bca65244861c0d60dc0c1fb_human_ai_polished_gemini-1.5-pro-002,1,440
400–600,news-f86aef773bca65244861c0d60dc0c1fb,news-f86aef773bca65244861c0d60dc0c1fb_human_written,0,437
200–400,news-f8a121b82135ae8483f53817e7c3abe4,news-f8a121b82135ae8483f53817e7c3abe4_ai_generated_gpt-3.5-turbo,2,252
200–400,news-f8a121b82135ae8483f53817e7c3abe4,news-f8a121b82135ae8483f53817e7c3abe4_ai_generated_gpt-3.5-turbo_THEN_gpt-3.5-turbo,2,238
200–400,news-f8a121b82135ae8483f53817e7c3abe4,news-f8a121b82135ae8483f53817e7c3abe4_human_ai_polished_gemini-1.5-pro-002,1,341
200–400,news-f8a121b82135ae8483f53817e7c3abe4,news-f8a121b82135ae8483f53817e7c3abe4_human_written,0,322
400–600,news-f940002541f3768366bbfab6f30246f4,news-f940002541f3768366bbfab6f30246f4_ai_generated_gpt-4o-2024-11-20,2,402
200–400,news-f940002541f3768366bbfab6f30246f4,news-f940002541f3768366bbfab6f30246f4_ai_generated_gpt-4o-2024-11-20_THEN_claude-3-5-sonnet-20241022,2,364
200–400,news-f940002541f3768366bbfab6f30246f4,news-f940002541f3768366bbfab6f30246f4_human_ai_polished_gpt-4o-2024-11-20,1,383
200–400,news-f940002541f3768366bbfab6f30246f4,news-f940002541f3768366bbfab6f30246f4_human_written,0,383
0–200,news-fa0bf86fa783a23d6a8f45baec5134b1,news-fa0bf86fa783a23d6a8f45baec5134b1_ai_generated_claude-3-5-sonnet-20241022,2,158
0–200,news-fa0bf86fa783a23d6a8f45baec5134b1,news-fa0bf86fa783a23d6a8f45baec5134b1_ai_generated_claude-3-5-sonnet-20241022_THEN_gemini-1.5-pro-002,2,150
0–200,news-fa0bf86fa783a23d6a8f45baec5134b1,news-fa0bf86fa783a23d6a8f45baec5134b1_human_ai_polished_gemini-1.5-pro-002,1,135
0–200,news-fa0bf86fa783a23d6a8f45baec5134b1,news-fa0bf86fa783a23d6a8f45baec5134b1_human_written,0,161
200–400,news-fb9ed956a298be2ad59c0b2523e7eea8,news-fb9ed956a298be2ad59c0b2523e7eea8_ai_generated_gpt-4o-2024-11-20,2,257
200–400,news-fb9ed956a298be2ad59c0b2523e7eea8,news-fb9ed956a298be2ad59c0b2523e7eea8_ai_humanized_tool,3,292
200–400,news-fb9ed956a298be2ad59c0b2523e7eea8,news-fb9ed956a298be2ad59c0b2523e7eea8_human_ai_polished_gpt-3.5-turbo,1,275
200–400,news-fb9ed956a298be2ad59c0b2523e7eea8,news-fb9ed956a298be2ad59c0b2523e7eea8_human_written,0,206
200–400,news-fba256bf18a9164c5a113854c72761d2,news-fba256bf18a9164c5a113854c72761d2_ai_generated_gemini-1.5-pro-002,2,277
200–400,news-fba256bf18a9164c5a113854c72761d2,news-fba256bf18a9164c5a113854c72761d2_ai_humanized_human,3,289
200–400,news-fba256bf18a9164c5a113854c72761d2,news-fba256bf18a9164c5a113854c72761d2_human_ai_polished_gpt-3.5-turbo,1,269
200–400,news-fba256bf18a9164c5a113854c72761d2,news-fba256bf18a9164c5a113854c72761d2_human_written,0,265
200–400,news-fbff6437b077e587ba20308d9193a051,news-fbff6437b077e587ba20308d9193a051_ai_generated_gpt-4o-2024-11-20,2,396
400–600,news-fbff6437b077e587ba20308d9193a051,news-fbff6437b077e587ba20308d9193a051_ai_generated_gpt-4o-2024-11-20_THEN_gemini-1.5-pro-002,2,408
400–600,news-fbff6437b077e587ba20308d9193a051,news-fbff6437b077e587ba20308d9193a051_human_ai_polished_claude-3-5-sonnet-20241022,1,434
400–600,news-fbff6437b077e587ba20308d9193a051,news-fbff6437b077e587ba20308d9193a051_human_written,0,456
0–200,news-fe18b96c726f513ff117a2dae77f9db9,news-fe18b96c726f513ff117a2dae77f9db9_ai_generated_gemini-1.5-pro-002,2,190
200–400,news-fe18b96c726f513ff117a2dae77f9db9,news-fe18b96c726f513ff117a2dae77f9db9_ai_humanized_human,3,213
200–400,news-fe18b96c726f513ff117a2dae77f9db9,news-fe18b96c726f513ff117a2dae77f9db9_human_ai_polished_gemini-1.5-pro-002,1,222
200–400,news-fe18b96c726f513ff117a2dae77f9db9,news-fe18b96c726f513ff117a2dae77f9db9_human_written,0,232
600–800,news-fef216e40a89229df1ed5be9a6d752d4,news-fef216e40a89229df1ed5be9a6d752d4_ai_generated_gemini-1.5-pro-002,2,641
600–800,news-fef216e40a89229df1ed5be9a6d752d4,news-fef216e40a89229df1ed5be9a6d752d4_ai_generated_gemini-1.5-pro-002_THEN_gpt-3.5-turbo,2,703
600–800,news-fef216e40a89229df1ed5be9a6d752d4,news-fef216e40a89229df1ed5be9a6d752d4_human_ai_polished_claude-3-5-sonnet-20241022,1,691
600–800,news-fef216e40a89229df1ed5be9a6d752d4,news-fef216e40a89229df1ed5be9a6d752d4_human_written,0,679
400–600,writing-test10097,writing-test10097_ai_generated_gpt-3.5-turbo,2,423
400–600,writing-test10097,writing-test10097_ai_humanized_tool,3,462
400–600,writing-test10097,writing-test10097_human_ai_polished_claude-3-5-sonnet-20241022,1,422
400–600,writing-test10097,writing-test10097_human_written,0,417
200–400,writing-test1009,writing-test1009_ai_generated_llama-3.3-70b-instruct,2,381
200–400,writing-test1009,writing-test1009_ai_generated_llama-3.3-70b-instruct_THEN_gemini-1.5-pro-002,2,389
200–400,writing-test1009,writing-test1009_human_ai_polished_claude-3-5-sonnet-20241022,1,376
200–400,writing-test1009,writing-test1009_human_written,0,379
200–400,writing-test10507,writing-test10507_ai_generated_qwen2.5-72b-instruct,2,217
0–200,writing-test10507,writing-test10507_ai_generated_qwen2.5-72b-instruct_THEN_gemini-1.5-pro-002,2,198
200–400,writing-test10507,writing-test10507_human_ai_polished_gpt-4o-2024-11-20,1,202
200–400,writing-test10507,writing-test10507_human_written,0,223
0–200,writing-test10632,writing-test10632_ai_generated_llama-3.3-70b-instruct,2,179
0–200,writing-test10632,writing-test10632_ai_generated_llama-3.3-70b-instruct_THEN_gpt-4o-2024-11-20,2,185
0–200,writing-test10632,writing-test10632_human_ai_polished_gpt-4o-2024-11-20,1,178
0–200,writing-test10632,writing-test10632_human_written,0,175
400–600,writing-test10777,writing-test10777_ai_generated_gemini-1.5-pro-002,2,442
200–400,writing-test10777,writing-test10777_ai_generated_gemini-1.5-pro-002_THEN_claude-3-5-sonnet-20241022,2,385
400–600,writing-test10777,writing-test10777_human_ai_polished_gemini-1.5-pro-002,1,413
400–600,writing-test10777,writing-test10777_human_written,0,402
800+,writing-test10883,writing-test10883_ai_generated_gpt-4o-2024-11-20,2,856
800+,writing-test10883,writing-test10883_ai_humanized_tool,3,1037
800+,writing-test10883,writing-test10883_human_ai_polished_gemini-1.5-pro-002,1,918
800+,writing-test10883,writing-test10883_human_written,0,879
400–600,writing-test10996,writing-test10996_ai_generated_gpt-4o-2024-11-20,2,481
400–600,writing-test10996,writing-test10996_ai_humanized_human,3,472
400–600,writing-test10996,writing-test10996_human_ai_polished_claude-3-5-sonnet-20241022,1,456
400–600,writing-test10996,writing-test10996_human_written,0,451
200–400,writing-test11161,writing-test11161_ai_generated_claude-3-5-sonnet-20241022,2,285
200–400,writing-test11161,writing-test11161_ai_generated_claude-3-5-sonnet-20241022_THEN_gpt-3.5-turbo,2,294
0–200,writing-test11161,writing-test11161_human_ai_polished_gpt-4o-2024-11-20,1,186
200–400,writing-test11161,writing-test11161_human_written,0,278
400–600,writing-test11238,writing-test11238_ai_generated_gpt-4o-2024-11-20,2,496
400–600,writing-test11238,writing-test11238_ai_generated_gpt-4o-2024-11-20_THEN_gpt-3.5-turbo,2,500
0–200,writing-test11238,writing-test11238_human_ai_polished_gpt-4o-2024-11-20,1,197
400–600,writing-test11238,writing-test11238_human_written,0,456
0–200,writing-test11243,writing-test11243_ai_generated_gpt-4o-2024-11-20,2,160
0–200,writing-test11243,writing-test11243_ai_generated_gpt-4o-2024-11-20_THEN_gemini-1.5-pro-002,2,176
0–200,writing-test11243,writing-test11243_human_ai_polished_claude-3-5-sonnet-20241022,1,169
0–200,writing-test11243,writing-test11243_human_written,0,178
400–600,writing-test11606,writing-test11606_ai_generated_gpt-4o-2024-11-20,2,595
600–800,writing-test11606,writing-test11606_ai_humanized_tool,3,687
400–600,writing-test11606,writing-test11606_human_ai_polished_claude-3-5-sonnet-20241022,1,564
400–600,writing-test11606,writing-test11606_human_written,0,575
400–600,writing-test11769,writing-test11769_ai_generated_claude-3-5-sonnet-20241022,2,440
400–600,writing-test11769,writing-test11769_ai_generated_claude-3-5-sonnet-20241022_THEN_gpt-3.5-turbo,2,504
400–600,writing-test11769,writing-test11769_human_ai_polished_gpt-4o-2024-11-20,1,470
400–600,writing-test11769,writing-test11769_human_written,0,457
0–200,writing-test12062,writing-test12062_ai_generated_qwen2.5-72b-instruct,2,157
0–200,writing-test12062,writing-test12062_ai_generated_qwen2.5-72b-instruct_THEN_gemini-1.5-pro-002,2,182
0–200,writing-test12062,writing-test12062_human_ai_polished_gemini-1.5-pro-002,1,180
0–200,writing-test12062,writing-test12062_human_written,0,170
200–400,writing-test12278,writing-test12278_ai_generated_gpt-4o-2024-11-20,2,327
200–400,writing-test12278,writing-test12278_ai_generated_gpt-4o-2024-11-20_THEN_gemini-1.5-pro-002,2,352
200–400,writing-test12278,writing-test12278_human_ai_polished_gemini-1.5-pro-002,1,315
200–400,writing-test12278,writing-test12278_human_written,0,310
600–800,writing-test12304,writing-test12304_ai_generated_claude-3-5-sonnet-20241022,2,696
600–800,writing-test12304,writing-test12304_ai_generated_claude-3-5-sonnet-20241022_THEN_claude-3-5-sonnet-20241022,2,773
600–800,writing-test12304,writing-test12304_human_ai_polished_claude-3-5-sonnet-20241022,1,739
600–800,writing-test12304,writing-test12304_human_written,0,735
800+,writing-test12349,writing-test12349_ai_generated_qwen2.5-72b-instruct,2,983
800+,writing-test12349,writing-test12349_ai_humanized_human,3,1060
800+,writing-test12349,writing-test12349_human_ai_polished_claude-3-5-sonnet-20241022,1,1018
800+,writing-test12349,writing-test12349_human_written,0,1029
200–400,writing-test1267,writing-test1267_ai_generated_gpt-4o-2024-11-20,2,249
200–400,writing-test1267,writing-test1267_ai_generated_gpt-4o-2024-11-20_THEN_gemini-1.5-pro-002,2,260
200–400,writing-test1267,writing-test1267_human_ai_polished_gemini-1.5-pro-002,1,230
200–400,writing-test1267,writing-test1267_human_written,0,220
200–400,writing-test12951,writing-test12951_ai_generated_gpt-4o-2024-11-20,2,384
400–600,writing-test12951,writing-test12951_ai_generated_gpt-4o-2024-11-20_THEN_gpt-3.5-turbo,2,403
200–400,writing-test12951,writing-test12951_human_ai_polished_claude-3-5-sonnet-20241022,1,343
200–400,writing-test12951,writing-test12951_human_written,0,330
0–200,writing-test13021,writing-test13021_ai_generated_gpt-4o-2024-11-20,2,195
0–200,writing-test13021,writing-test13021_ai_humanized_human,3,183
0–200,writing-test13021,writing-test13021_human_ai_polished_gpt-3.5-turbo,1,173
0–200,writing-test13021,writing-test13021_human_written,0,166
600–800,writing-test1305,writing-test1305_ai_generated_gemini-1.5-pro-002,2,752
800+,writing-test1305,writing-test1305_ai_generated_gemini-1.5-pro-002_THEN_gpt-4o-2024-11-20,2,812
600–800,writing-test1305,writing-test1305_human_ai_polished_gemini-1.5-pro-002,1,724
600–800,writing-test1305,writing-test1305_human_written,0,692
400–600,writing-test13279,writing-test13279_ai_generated_gpt-4o-2024-11-20,2,528
400–600,writing-test13279,writing-test13279_ai_generated_gpt-4o-2024-11-20_THEN_gemini-1.5-pro-002,2,532
400–600,writing-test13279,writing-test13279_human_ai_polished_claude-3-5-sonnet-20241022,1,515
400–600,writing-test13279,writing-test13279_human_written,0,496
200–400,writing-test13466,writing-test13466_ai_generated_gpt-3.5-turbo,2,237
200–400,writing-test13466,writing-test13466_ai_generated_gpt-3.5-turbo_THEN_gpt-4o-2024-11-20,2,273
200–400,writing-test13466,writing-test13466_human_ai_polished_claude-3-5-sonnet-20241022,1,246
200–400,writing-test13466,writing-test13466_human_written,0,233
400–600,writing-test13468,writing-test13468_ai_generated_claude-3-5-sonnet-20241022,2,523
400–600,writing-test13468,writing-test13468_ai_generated_claude-3-5-sonnet-20241022_THEN_claude-3-5-sonnet-20241022,2,488
400–600,writing-test13468,writing-test13468_human_ai_polished_claude-3-5-sonnet-20241022,1,513
400–600,writing-test13468,writing-test13468_human_written,0,532
400–600,writing-test13499,writing-test13499_ai_generated_gpt-3.5-turbo,2,531
400–600,writing-test13499,writing-test13499_ai_generated_gpt-3.5-turbo_THEN_claude-3-5-sonnet-20241022,2,508
200–400,writing-test13499,writing-test13499_human_ai_polished_gpt-4o-2024-11-20,1,387
400–600,writing-test13499,writing-test13499_human_written,0,492
200–400,writing-test13612,writing-test13612_ai_generated_gpt-3.5-turbo,2,386
400–600,writing-test13612,writing-test13612_ai_generated_gpt-3.5-turbo_THEN_gemini-1.5-pro-002,2,469
400–600,writing-test13612,writing-test13612_human_ai_polished_gpt-3.5-turbo,1,436
400–600,writing-test13612,writing-test13612_human_written,0,457
200–400,writing-test13713,writing-test13713_ai_generated_gpt-3.5-turbo,2,290
200–400,writing-test13713,writing-test13713_ai_humanized_tool,3,255
200–400,writing-test13713,writing-test13713_human_ai_polished_gpt-4o-2024-11-20,1,268
200–400,writing-test13713,writing-test13713_human_written,0,279
400–600,writing-test13749,writing-test13749_ai_generated_llama-3.3-70b-instruct,2,418
400–600,writing-test13749,writing-test13749_ai_humanized_human,3,548
400–600,writing-test13749,writing-test13749_human_ai_polished_gpt-3.5-turbo,1,477
400–600,writing-test13749,writing-test13749_human_written,0,499
200–400,writing-test13869,writing-test13869_ai_generated_qwen2.5-72b-instruct,2,376
400–600,writing-test13869,writing-test13869_ai_humanized_tool,3,457
200–400,writing-test13869,writing-test13869_human_ai_polished_gemini-1.5-pro-002,1,362
200–400,writing-test13869,writing-test13869_human_written,0,351
800+,writing-test138,writing-test138_ai_generated_claude-3-5-sonnet-20241022,2,1154
800+,writing-test138,writing-test138_ai_generated_claude-3-5-sonnet-20241022_THEN_gemini-1.5-pro-002,2,1336
800+,writing-test138,writing-test138_human_ai_polished_gpt-4o-2024-11-20,1,1180
800+,writing-test138,writing-test138_human_written,0,1216
400–600,writing-test13930,writing-test13930_ai_generated_gpt-3.5-turbo,2,471
400–600,writing-test13930,writing-test13930_ai_humanized_tool,3,492
400–600,writing-test13930,writing-test13930_human_ai_polished_claude-3-5-sonnet-20241022,1,535
400–600,writing-test13930,writing-test13930_human_written,0,524
200–400,writing-test13997,writing-test13997_ai_generated_qwen2.5-72b-instruct,2,373
200–400,writing-test13997,writing-test13997_ai_humanized_tool,3,323
200–400,writing-test13997,writing-test13997_human_ai_polished_gpt-4o-2024-11-20,1,321
200–400,writing-test13997,writing-test13997_human_written,0,387
400–600,writing-test1412,writing-test1412_ai_generated_claude-3-5-sonnet-20241022,2,527
400–600,writing-test1412,writing-test1412_ai_generated_claude-3-5-sonnet-20241022_THEN_claude-3-5-sonnet-20241022,2,573
400–600,writing-test1412,writing-test1412_human_ai_polished_gpt-4o-2024-11-20,1,525
400–600,writing-test1412,writing-test1412_human_written,0,547
400–600,writing-test1419,writing-test1419_ai_generated_gpt-4o-2024-11-20,2,401
400–600,writing-test1419,writing-test1419_ai_generated_gpt-4o-2024-11-20_THEN_claude-3-5-sonnet-20241022,2,412
200–400,writing-test1419,writing-test1419_human_ai_polished_claude-3-5-sonnet-20241022,1,389
0–200,writing-test1419,writing-test1419_human_written,0,169
0–200,writing-test14401,writing-test14401_ai_generated_claude-3-5-sonnet-20241022,2,196
200–400,writing-test14401,writing-test14401_ai_generated_claude-3-5-sonnet-20241022_THEN_claude-3-5-sonnet-20241022,2,213
0–200,writing-test14401,writing-test14401_human_ai_polished_gpt-3.5-turbo,1,198
0–200,writing-test14401,writing-test14401_human_written,0,196
200–400,writing-test1446,writing-test1446_ai_generated_gemini-1.5-pro-002,2,214
200–400,writing-test1446,writing-test1446_ai_humanized_tool,3,252
0–200,writing-test1446,writing-test1446_human_ai_polished_gemini-1.5-pro-002,1,195
200–400,writing-test1446,writing-test1446_human_written,0,200
400–600,writing-test14517,writing-test14517_ai_generated_llama-3.3-70b-instruct,2,566
600–800,writing-test14517,writing-test14517_ai_humanized_tool,3,669
600–800,writing-test14517,writing-test14517_human_ai_polished_gemini-1.5-pro-002,1,603
400–600,writing-test14517,writing-test14517_human_written,0,585
0–200,writing-test14738,writing-test14738_ai_generated_gemini-1.5-pro-002,2,143
0–200,writing-test14738,writing-test14738_ai_generated_gemini-1.5-pro-002_THEN_gpt-3.5-turbo,2,136
0–200,writing-test14738,writing-test14738_human_ai_polished_claude-3-5-sonnet-20241022,1,126
0–200,writing-test14738,writing-test14738_human_written,0,136
0–200,writing-test14839,writing-test14839_ai_generated_llama-3.3-70b-instruct,2,125
0–200,writing-test14839,writing-test14839_ai_generated_llama-3.3-70b-instruct_THEN_gpt-4o-2024-11-20,2,142
0–200,writing-test14839,writing-test14839_human_ai_polished_claude-3-5-sonnet-20241022,1,148
0–200,writing-test14839,writing-test14839_human_written,0,163
200–400,writing-test15024,writing-test15024_ai_generated_gpt-3.5-turbo,2,352
400–600,writing-test15024,writing-test15024_ai_generated_gpt-3.5-turbo_THEN_gpt-3.5-turbo,2,418
200–400,writing-test15024,writing-test15024_human_ai_polished_gemini-1.5-pro-002,1,348
200–400,writing-test15024,writing-test15024_human_written,0,346
400–600,writing-test15053,writing-test15053_ai_generated_gpt-3.5-turbo,2,466
400–600,writing-test15053,writing-test15053_ai_generated_gpt-3.5-turbo_THEN_gemini-1.5-pro-002,2,512
200–400,writing-test15053,writing-test15053_human_ai_polished_gpt-4o-2024-11-20,1,217
400–600,writing-test15053,writing-test15053_human_written,0,480
0–200,writing-test1592,writing-test1592_ai_generated_claude-3-5-sonnet-20241022,2,187
200–400,writing-test1592,writing-test1592_ai_generated_claude-3-5-sonnet-20241022_THEN_claude-3-5-sonnet-20241022,2,201
200–400,writing-test1592,writing-test1592_human_ai_polished_gpt-4o-2024-11-20,1,207
200–400,writing-test1592,writing-test1592_human_written,0,229
400–600,writing-test1650,writing-test1650_ai_generated_qwen2.5-72b-instruct,2,474
400–600,writing-test1650,writing-test1650_ai_generated_qwen2.5-72b-instruct_THEN_gemini-1.5-pro-002,2,491
400–600,writing-test1650,writing-test1650_human_ai_polished_claude-3-5-sonnet-20241022,1,465
400–600,writing-test1650,writing-test1650_human_written,0,451
400–600,writing-test2292,writing-test2292_ai_generated_llama-3.3-70b-instruct,2,434
400–600,writing-test2292,writing-test2292_ai_humanized_human,3,444
400–600,writing-test2292,writing-test2292_human_ai_polished_gemini-1.5-pro-002,1,447
400–600,writing-test2292,writing-test2292_human_written,0,445
0–200,writing-test2387,writing-test2387_ai_generated_qwen2.5-72b-instruct,2,173
200–400,writing-test2387,writing-test2387_ai_humanized_tool,3,211
0–200,writing-test2387,writing-test2387_human_ai_polished_gpt-3.5-turbo,1,177
0–200,writing-test2387,writing-test2387_human_written,0,185
600–800,writing-test244,writing-test244_ai_generated_gemini-1.5-pro-002,2,694
600–800,writing-test244,writing-test244_ai_generated_gemini-1.5-pro-002_THEN_gemini-1.5-pro-002,2,704
600–800,writing-test244,writing-test244_human_ai_polished_gpt-4o-2024-11-20,1,669
600–800,writing-test244,writing-test244_human_written,0,672
600–800,writing-test2505,writing-test2505_ai_generated_gemini-1.5-pro-002,2,686
600–800,writing-test2505,writing-test2505_ai_generated_gemini-1.5-pro-002_THEN_claude-3-5-sonnet-20241022,2,671
600–800,writing-test2505,writing-test2505_human_ai_polished_gpt-3.5-turbo,1,608
600–800,writing-test2505,writing-test2505_human_written,0,643
400–600,writing-test279,writing-test279_ai_generated_gemini-1.5-pro-002,2,512
400–600,writing-test279,writing-test279_ai_generated_gemini-1.5-pro-002_THEN_claude-3-5-sonnet-20241022,2,479
400–600,writing-test279,writing-test279_human_ai_polished_gemini-1.5-pro-002,1,497
400–600,writing-test279,writing-test279_human_written,0,493
600–800,writing-test2888,writing-test2888_ai_generated_gemini-1.5-pro-002,2,621
600–800,writing-test2888,writing-test2888_ai_generated_gemini-1.5-pro-002_THEN_claude-3-5-sonnet-20241022,2,607
600–800,writing-test2888,writing-test2888_human_ai_polished_gemini-1.5-pro-002,1,609
600–800,writing-test2888,writing-test2888_human_written,0,615
800+,writing-test3173,writing-test3173_ai_generated_claude-3-5-sonnet-20241022,2,881
800+,writing-test3173,writing-test3173_ai_generated_claude-3-5-sonnet-20241022_THEN_gemini-1.5-pro-002,2,971
800+,writing-test3173,writing-test3173_human_ai_polished_claude-3-5-sonnet-20241022,1,899
800+,writing-test3173,writing-test3173_human_written,0,888
0–200,writing-test3281,writing-test3281_ai_generated_claude-3-5-sonnet-20241022,2,116
0–200,writing-test3281,writing-test3281_ai_humanized_tool,3,112
0–200,writing-test3281,writing-test3281_human_ai_polished_gpt-4o-2024-11-20,1,102
0–200,writing-test3281,writing-test3281_human_written,0,77
600–800,writing-test3614,writing-test3614_ai_generated_gemini-1.5-pro-002,2,642
400–600,writing-test3614,writing-test3614_ai_generated_gemini-1.5-pro-002_THEN_claude-3-5-sonnet-20241022,2,582
200–400,writing-test3614,writing-test3614_human_ai_polished_gpt-4o-2024-11-20,1,318
400–600,writing-test3614,writing-test3614_human_written,0,581
400–600,writing-test3636,writing-test3636_ai_generated_gemini-1.5-pro-002,2,559
400–600,writing-test3636,writing-test3636_ai_generated_gemini-1.5-pro-002_THEN_gpt-3.5-turbo,2,597
200–400,writing-test3636,writing-test3636_human_ai_polished_gpt-4o-2024-11-20,1,302
400–600,writing-test3636,writing-test3636_human_written,0,568
200–400,writing-test3656,writing-test3656_ai_generated_qwen2.5-72b-instruct,2,229
